lyrics,mood
"Breathe, and I'll carry you away into the velvet sky
And we'll stir the stars around
And watch them fall away into the Hudson Bay
And plummet out of sight and sound

The open summer breeze will sweep you through the hills
Where I live in the Alpine Heights
Below the Northern Lights, I spend my coldest nights
Alone, awake, and thinking of
The weekend we were in love

(The weekend we were in love)

Home among these mountaintops can be so awfully dull
A thousand miles from the tide
But photos on the walls of New York shopping malls
Distract me so I stay inside

I wish the rockets stayed over the Promenade
'Cause I would make a hook and eye
And fish them from the sky, my darling, she and I
We're hanging on so take us high
To sing the world goodbye

I am floating away
Lost in a silent ballet
I'm dreaming you're out in the blue
And I am right beside you
Awake to take in the view

Late nights and early parades
Still photos and noisy arcades
My darling we're both on the wing
Look down and keep on singing
And we can go anywhere

Are you there?
(Are you there? Are you there? Are you there?)
Are you there?
(Are you there? Are you there? Are you there?)
Or are you just a decoy dream in my head?
Am I home or am I simply tumbling all alone?

I am floating away (floating away)
Lost in a silent ballet (silent ballet)
I'm dreaming you're out in the blue
And I am right beside you
Awake to take in the view

Late nights and early parades (and early parades)
Still photos and noisy arcades (noisy arcades)
My darling we're both on the wing
Look down and keep on singing
And we can go anywhere

(Are you there? Are you there? Are you there?)
Are you there?",4
"I could be your sea of sand
I could be your warmth of desire
I could be your prayer of hope
I could be your gift to everyday
I could be your tide of heaven
I could be a hint of what’s to come
I could be ordinary
I could be the one

I could be your blue eyed angel
I could be the storm before the calm
I could be your secret pleasure
I could be your well wishing well
I could be your breath of life
I could be your European dream
I could be ordinary
I could be the one

Now I would lie here in the darkness
Now I would lie here for all time
Now I would lie here watching over you
Comfort you
Sing to you

I could be your worry partner
I could be your socialite
I could be your green eyed monster
I could be your force of light
I could be your temple garden
I could be your tender hearted child
I could be ordinary
I could be the one

Now I would lie here in the darkness
Now I would lie here for all time
Now I would lie here watching over you
Comfort you
Sing to you

Will I ever change the journey
Will the hushed tones disappear
Oh little Rita
Let me hold you
Oh little Rita
Let me love you

I could be your leafy island
I could be your thunder in the clouds
I could be your dark enclosure
I could be your romantic soul
I could be your small beginning
I could be your suit in universe
I could be ordinary
I could be the one

I could be ordinary
I could be the one

I could be ordinary
I could be the one
",1
"I'm so sick of me, being sick of you,
And the way you look, all the things you do,
You drive me crazy,
Drive me crazy
Sick of being broke, can't pay the shit
I'm about to snap, I can't handle it
I'm doing crazy,
Doing crazy (going crazy)

If you're sick like me
There's no stopping now,
Try to break it up
And just let it out
If I was sick like you,
I would feed the fire
I would light it up
And watch it all drop down

I'm so sick of my life, it's the same old trip,
Try to make it bend, but it never gives
Look what you made me
(What you made me)
Well I hate my boss, he's a little bitch
If he keeps it up, I'll make him quit
Or I'll go crazy
I'm going crazy

If you're sick like me
There's no stopping now,
Try to break it up
And just let it out
If I was sick like you,
I would feed the fire
I would light it up
And watch it all drop down

(And watch it all drop down)

I'm so sick of me, being sick of you,
And the way you look, all the things you do,
You drive me crazy,
Drive me crazy
Yeahhh!

If you're sick like me
There's no stopping now,
Try to break it up
And just let it out
If I was sick like you,
I would feed the fire
I would light it up
And watch it all drop down
If you're sick like me,
There's no stopping now
There's no stopping now
Watch it all drop down
If you're sick like me
Then you're sick like me!

",3
"Difficult are the rituals of love,
It doesn't know this.
Oh! My heart isn't persuaded.
My heart isn't persuaded.
 
Why is there this restlessness?
It doesn't know this.
Oh! My heart isn't persuaded.
My heart isn't persuaded.
 
My heart, it desires that in every moment,
It can looks at you so.
Even in death we're not separated,
Come let us do something like that.
Come be filled with me, come close to me,
Constant companion, my beloved,
My heart isn't persuaded. x2
 
Your faithfulness, your love,
It's all for me.
You have given my heart a vision,
So I'm all for you.
This is true, everyone knows it,
You too believe it,
My heart isn't persuaded. x2
 
Difficult are the rituals of love,
It doesn't know this.
Oh! My heart isn't persuaded.
My heart isn't persuaded.",1
"I remember when you used to be mine
Way back when
I was too naive to love you right
But now if I only had the opportunity
I would do anything
Because my heart still believes

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Maybe we could bring it back to life

Its irrelevant to dwell in the past
I'm accountable for what went bad
And I mean that
But I keep on praying for another chance
Just to have you back
'Cause I've grown
And I know how to be your everything

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Maybe we could bring it back to life

Oh, no it ain't over yet
I just can't accept the possibility
We were made for each other's arms
I know you're my destiny
We can't erase what was meant to be
Part of you and part of me
If we try one more time
Maybe somehow we'll survive

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Boy, maybe we could bring it back
Maybe we could bring it back
Maybe we could bring it back
To life

Maybe you could be mine again",2
"Last night these two bouncers and one of 'em's alright, the other one's a scary one
His way or no way, totalitarian
He's got no time for you looking or breathing how he don't want you to
So step out the queue, he makes examples of you
And there's naught you can say
Behind they go through to the bit where you pay
And you realize then that it's finally the time
To walk back past ten thousand eyes in the line

And you can swap jumpers and make another move
Instilled in your brain you've got something to prove
To all the smirking faces and the boys in black
Why can't they be pleasant? Why can't they have a laugh?
He's got his hand in your chest, he wants to give you a duff
Well, secretly I think they want you all to kick off
They want arms flying everywhere and bottles as well
It's just something to talk about, a story to tell you

Well, I'm so glad they turned us all away, we'll put it down to fate
I said a thousand million things that I could never say this morning
Got too deep but how deep is too deep?

Well, this town's a different town today
Said this town's a different town to what it was last night
You couldn't have done that on a Sunday
And that girl's a different girl today
Said that girl's a different girl to who you kissed last night
You couldn't have done that on a Sunday
Of course not

Well, I'm so glad they turned us all away we'll put it down to fate
I thought a thousand million things that I could never think this morning
Got too deep but how deep is too deep?

Last night what we talked about
It made so much sense
But now the haze has ascended
It don't make no sense anymore

Said, last night what we talked about
It made so much sense
But now the haze has ascended
It don't make no sense anymore, oh",1
"Master of disharmony
Welcome my tainted soul
Take me from the hordes of the living
Into the blessed darkness
Master of disharmony
Take my impure flesh
Lead me into the path of temptation
Save me from cowardness

Save me from cowardness

Master of sin
Take my cursed heart
Bring me where I can find salvation
For I am the damned

Master of death
Take my pitiful life
I am enslaved
I shall never forget the pain

Master of sin
Take my cursed heart
Bring me where I can find salvation
For I am the danmed

Master of death
Take my pitiful life
I am enslaved
I shall never forget the pain",2
"I'd really like to tell you
Oh my sunshine
Even though your skies are blue
You're drying up my bed
How can I get any rest now?


Someday
You will get the best of me
Oh someday
Probably when I'm old and grey
I'm lying in my bed
And I will soon be put to rest now


Sunshine
I'd really like to tell you
Oh my sunshine
Even though your skies are blue
You're drying up my bed
How can I get any rest now?
Sha la la la la la la la

Someday
You will get the best of me
Oh someday
Probably when I'm old and grey
I'm lying in my bed
And I will soon be put to rest now

I'm lying in my bed
And I will soon be put to rest now 
ooh...
I'm lying in my bed
And I will soon be put to rest now 
ooh...
Sha la la la la la la la
",1
"Everyone laughed at her joke
As if they'd never even heard it before
And maybe they were truly amused
But every word that she spoke was a bore
And maybe it's because they had seen
The previews on the TV screen
Well this part is good and that's well understood so you should laugh
If you know what I mean

But it's all relative
Even if you don't understand
Well it's all understood
Especially when you don't understand
And it's all just because
Even if we don't understand
Then let's all just believe

Everyone knows what went down
Because the news was spread all over town
And fact is only what you believe
And fact and fiction work as a team
Its almost always fiction in the end
The content begins to bend
When context is never the same

And it's all relative
Even if we don't understand
And it's all understood
Especially when we don't understand
And it's all just because
Even if we don't understand
Then let's all just believe

I was reading a book
Well, maybe it was a magazine
Suggestions on where to place faith
Suggestions on what to believe
But I read somewhere that you've got to beware
You can't believe anything you read
But the good book is good and that's well understood
So don't even question if you know what I mean

But it's all relative
Even if you don't understand
Well it's all understood
Especially when you don't understand
Well it's all just because
Even if we don't understand
Let's all just believe
But there you go once again you missed the point
And then you point your fingers at me and say that I said not to believe

But there you go once again you missed the point
And then you point your fingers at me and you say that I said not to believe
I believe
But there you go once again you missed the point
And then you point your fingers at me and you say that I said not to believe
I believe... I guess
I guess it's all relative",4
"Look around your world pretty baby
Is it everything you hoped itd be
The wrong guy, the wrong situation

The right time to roll to me

Look into your heart pretty baby
it aching Is with some nameless need.
Is there something wrong and you cant put your finger on it
Right then, roll to me

And I dont think I have ever seen a soul so in despair So if you want to talk the night through
Guess who will be there? So dont try to deny it pretty baby,
Youve been down so long you can hardly see When the engines stalled and it wont stop raining Its the right time to roll meto

and i don't think i have ever seen a soul so in despair so if you  want to talk the night through  Guess who will be there?  Look around your world pretty baby Is it everything you hoped itd be
The wrong guy, the wrong situation The right time to roll to me
Its the right time to roll to me  the right time to roll to me
",1
"I'm upside down 
And inside out
The room's not big enough
I'm waiting for your love
Been waiting for you love

Gone round and round
Half falling down
The floor's not flat enough
I'm waiting for your love
Been waiting for you love

And I know
You know
It should be me 
That's holding you
And I know that
Pride collides with beauty

I'm back and forth
And forth and back
The window's fogging up
I'm waiting for your love
Been waiting for you love

It's too much 
It's not enough
The walls can't hold me up
I'm waiting for your love
Been waiting for you love

And I know
You know
It should be me 
That's loving you
And I know that
Pride collides with beauty",4
"I am overgrounded, outselling it
Since God thinks I don't exist
The beatings happen perminent
This is not blue collar white corrective politics
I'm on an hate, american style, kick

This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth
This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth

I'm on a campaign for pain
And when I get elected
I'll wipe the white off your house
The smile off your face

This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth
This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth

I woke up today and wished for tomorrow
I don't want to be like anyone else
I woke up today and wished for tomorrow
I don't want even be myself

I said no, this isn't your song
We can't all get along
It's too hard to hold hands when your hands are fists
My hate pop won't ever stop
I'm fucking glad we're different
This is my hate american style hit

Don't break it
Don't sing it
Use your fist and not your mouth

This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth
This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth

This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth
This is the black collar song
Put it in your middle finger and sing along
Use your fist and not your mouth

I woke up today and wished for tomorrow
I don't want to be like anyone else
I woke up today and wished for tomorrow
I don't want even be myself

BY {^Fanning^} QQ:301065400
",3
"the helpless heart has brought me here again, what to do,
staying away wasn't good to me, what to do..
the heart says go complete-
that talk that remains still incomplete,
that memory that remains still incomplete,
that memory that remains still incomplete..
 
today I admit, what to do,
there was a mistake that I did, what to do,
the heart says, go get it,
that one suppressed wish that is there (in the heart)..
that one suppressed spark that is there,
that one suppressed spark that is there..
that one suppressed spark that is there..
 
The fate wishes this, what to do,
let us keep meeting as we do, what to do,
the heart says, go make it forever,
that stuck path that is there,
that stuck wish that is there..
that stuck love that is there..
that stuck love that is there..",4
"I dream about, how it's gonna end
Approaching me quickly
Living a life of fear
I only want my mind to be clear

People, making fun of me
For no reason but jealousy
I fantasize about my death
I'll kill myself, from holding my breath

My suicidal dream
Voices telling me what to do
My, suicidal dream
I'm sure you will get yours too

Help me, comfort me
Stop me from feeling what I'm feeling now
The rope is here, now I'll find a use
I'll kill myself, I'll put my head in a noose

My suicidal dream
Voices telling me what to do
My, suicidal dream
I'm sure you will get yours too

Dreamin' about my death, dream
Suicidal, suicidal, suicidal dream
I'm suicidal, suicidal dream",2
"Leave me out with the waste
This is not what i do
It's the wrong kind of place
To be thinking of you
It's the wrong time
For somebody new
It's a small crime
And i've got no exuse
Is that alright?
Give my gun away when it's loaded
Is that alright?
If u dont shoot it how am i supposed to hold it
Is that alright?
Give my gun away when it's loaded
Is that alrightwith u?

Leave me out with the waste
This is not what i do
It's the wrong kind of place
To be cheating on you
It's the wrong time
but she's pulling me through
It's a small crime
And I've got no exuse
Is that alright?
Give my gun away when it's loaded
Is that alright?
If u dont shoot it how am i supposed to hold it
Is that alright?
Give my gun away when it's loaded
Is that alright
Is that alright with u?
Is that alright?
Give my gun away when it's loaded
Is that alright?
If u dont shoot it how am i supposed to hold
Is that alright?
Give my gun away when it's loaded
Is that alright
Is that alright with u?
Is that alright with u?
Is that alright with u?
Is that alright with u?
Is that alright
Is that alright
Is that alright with u?
no

",2
"DEL made a pact to be well natural
Back from the wishing well to sell actual
Funk from the fungus grown in the trench
It's getting kinda heavy so I gotta pinch an inch
And it's a snitch

To let my hair grow like a plant
Eliminate the fat gold chains and the diaper pants
Trade 'em for a pair Girbauds
Never make friends with the fraudulent foes

Yes I suppose that I'm fat from the supper
Skinny from the many that try to eat plenty
Now I got to flip on a copper like a penny
Vise uh versa, quench your thirst

With a swig of grapefruit juice straight from the thermos
Hock your jewels, and you can drop your tools
And make a move that can turn us in the right direction
Show your affection as I correct men

Who try to pull the wool over the third eye
Comin' fly with Mr. Greenjeans
It's a bird eye view of the meadow
As I greet the many people that I meet with a hello

""How do you do my compadre?"", What up Kwame?
Back to the Meadow so I can show I'm a
Smooth black brother that is gifted
And if you try to lift this, yes, I got a witness
Nicknamed the Emperor, this wasn't meant for ya'

Ya little crumbsnatcher",1
"All the pretty girls on a Saturday night
So I call your name, cross my fingers
uncross the others, hesitate.
I don't think straight with nothing to prove.
.
I don't wanna say I'm leaving
so I'll stay until the weekend.
And you can take all your things;
the boxes and rings
and get going.
.
'Cause I've been waiting for...
.
All the pretty girls on a Saturday night.
Let it be, and come to me with the look in your eyes.
Will you break and take all the worlds from my mouth?
I wish all the pretty girls were shaking me down.
.
So I call you out
Just to feel a little better about myself
And I do, baby I do.
'Til their lips start to move,
and their friends wanna talk music
I say ""I've never heard the tune!""
But I have, I just hate the band
'cause they remind me of you.
.
Every single night ends up the same,
I don't say much at all, but I bring up your name.
and over and
I think it's striking me out.
.
All the pretty girls on a Saturday night
Let it be, and come with me with the look in your eyes.
Will you break and take all the words from my mouth?
I wish all the pretty girls were shaking me down.
But not you,
you still wear boots and your hair is too long
and then this one doesn't want to admit she's fallen in love
Oh c'mon, oh c'mon, what's a boy to do
When all the pretty girls can't measure to you?
.
I don't understand your reasons
Please just stay over the weekend
You can't take all those things
They define you and me
everything we've become,
You're all that I need
Please don't make me face my generation alone.
.
All the pretty girls on a Saturday night.
Let it be, and come with me with the look in your eyes.
Will you break and take all the words from my mouth?
I wish all the pretty girls were shaking me down.
But not you,
.
I feel your faith is destroying the world
and then this one never really understood
the 80s is over and done
Oh c'mon, what's a boy to do,
when all the pretty girls can't measure to you?
ALL THE PRETTY GIRLS LYRICS - FUN.

",1
"I'm tired, twisted, barely breathing,
buried in the dark, I'm creeping

Don't be concerned, it's just the power of a breaking heart.
How good am I hiding it? look, I've got some bad intentions.
Guilty as fucking charged.
Still standing stable, more than able
Cause I know who you are.
I know the birthdays, anniversaries, all the first days I missed.
I regret them all.
But now I know this:

I know that God exists, I held her in my arms.
I never knew I was able to ever feel this strong.
Take me off your worry list, it'll be better that way.
I'm really fine and there's nothing we haven't talked about.
So, take me off your worry list I said, ""Throw it away.""
This is what my life is about.
I might have been gone but I never walked out.

I've taken a thousand red eyes to change your point of view.
What kind of man would take the trust you break and still follow through?
'Cause I'm standin' right here.
And you may not show up.
This same gate 14 where, honestly, I'm just sick of calling your bluff.
And it's just embarrassing, that I nearly threw up
Well I'm trying hard to change the things I always screw up.
And at the top of my list, this visitation's no relationship.
But I gotta make the best of it.
'Cause I know -

I know that God exists, I held her in my arms.
I never knew I was able to ever feel this strong.
Take me off your worry list, it'll be better that way.
And I'm doin' fine and I've got plenty of friends around.
Take me off your worry list, just throw it away.
Well, it's time to stand up on my own for her.
'Cause I'm packing it up, and I'm comin' today.
I couldn't wait to finally pick my family up.
Everything is quiet and covered in snow.
There's something wrong here...
Nobody's at home.
Oh, no, no, no, no, no no, no.
Now, I'm back in the driver's seat.
Heading back home.
Yeah, back to Texas on my own.

Take me off your worry list, it'll be better that way.
And I'm doin' fine and I've got plenty of friends around.
Take me off your worry list, just throw it away.
Yeah, it's time to stand up on my own for her.
I'm packing it up, and I'm comin' today.
This is what my story's about.
I might have been gone but I never walked out.
I'm packin' it up, and I'm comin' today.

This is what your story's about.
My pretty little girl, can you figure it out?
If it helps to know so there is no doubt,
Just listen to the stories, not everything is glorious.
Some hurt, some love, some shout.
I fought the world and I lost that bout.
And you are what my album's about.
I might have been gone, but I never walked out.

",2
"Your face is different from all the others,
I tried stopping my heart, but it kept going,
I'm falling for (the beauty of) your face.
 
Your face is different from all the others,
Your face is different from all the others,
I tried stopping my heart, but it kept going,
I'm falling for (the beauty of) your face,
Ah! My heart is falling in love with you.
 
Your face is different from all the others,
I tried stopping my heart, but it kept going,
I'm falling for (the beauty of) your face,
Ah! My heart is falling in love with you.
 
I'm also ours, the world is also yours,
My emotions are yours,
Your lips carry my story,
You're now my reason for living.
 
You're my heartbeat's need, my love,
I've fallen in love with you, my love,
 
I'm falling for (the beauty of) your face,
Ah! My heart is falling in love with you.
Female:
Oh! My heart is falling in love with you.
 
I'll stay close to these breaths,
I'll stay by becoming your essence.
Male:
Your debate, your words,
The nights pass in recollections.
 
Female:
There's no one like you in this era,
You're really here, you're here entrapping me,
I'm falling for (the beauty of) your face,
Ah! Falling in love with you.
 
Male:
Your face is different from all the others,
I tried stopping my heart, but it kept going,
I'm falling for (the beauty of) your face.
I'm falling for (the beauty of) your face.
Oh! My heart is falling in love with you.
I'm falling for (the beauty of) your face",1
"You hold me inside your iris
a terminal stain on life
You condescend to my primal brain
and twist me around like a knife
Can't begin to explain
The feelings I have restrained
Don't ask me how I am
Because you're too busy planning your epitaph
Let me tell you
DON'T - try to be the ONE - person
Who has STAYED - just to say
They never left me!
Aggravated, complicated, someone say it
You keep me hidden behind a curtain,
You feed me orchids to give me courage
and keep me in line with disdain
Can't begin to explain
The feelings I have restrained
Don't ask me how I am
Because you're too busy planning your epitaph
Let me tell you
DON'T - try to be the ONE - person
Who has STAYED - just to say
They never left me!
Aggravated, complicated, someone say it
I have nothing left for you
you left me with nothing
I have nothing left for you
I live at arm's length and die a little,
between your constants by day
I want my soul back before it's over,
I can't even wish you away
Can't begin to explain
The feelings I have restrained
Don't ask me how I am
Because you're too busy planning your epitaph
Let me tell you
DON'T - try to be the ONE - person
Who has STAYED - just to say
They never left me!
Aggravated, complicated, someone say it
I NEVER LEARN!!
制作人 王朝语
",3
"When I grow up
I want to be a forester
Run through the moss on high heels
That's what I'll do
Throwing out a boomerang
Waiting for it to come back to me

When I grow up
I want to live near the sea
Crab claws and bottles of rum
That's what I'll have
Staring at the seashell
Waiting for it to embrace me

I put my soul in what I do
Last night I drew a funny man
With dog eyes and a hanging tongue
It goes way bad
I never like that sad look
From someone who wants to be loved by you

I'm very good with plants
When my friends are away
They let me keep the soil moist
On the seventh day I rest
For a minute or two
Then back on my feet to call for you

You've got cucumbers on your eyes
Too much time spent on nothing
Waiting for a moment to arise
The face in the ceiling
And arms too long
I'm waiting for him to catch me

Waiting for it to embrace me oh",2
"You're way too beautiful girl
That's why it'll never work
You'll have me suicidal  suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do your dirt
They'll have you suicidal  suicidal
When they say it's over
See it started at the park
Used to chill at the dark
Oh when you took my heart
That's when we fell apart
Coz we both thought
That love lasts forever (lasts forever)
They say we're too young
To get ourselves sprung
Oh we didn't care
We made it very clear
And they also said
That we couldn't last together (last together)
See it's very define girl
One of a kind
But you mush up my mind
You walk to get declined
Oh Lord 
My baby is driving me crazy
You're way too beautiful girl
That's why it'll never work
You'll have me suicidal suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do your dirt
They'll have you suicidal suicidal
When they say it's over
It was back in '99
Watchin' movies all the time
Oh when I went away
For doin' my first crime
And I never thought
That we was gonna see each other (see each other)
And then I came out
Mami moved me down South
Oh I'm with my girl
Who I thought was my world
It came out to be
That she wasn't the girl for me (girl for me)
See it's very define girl
One of a kind
But you mush up my mind
You walk to get declined
Oh Lord 
My baby is driving me crazy
You're way too beautiful girl
That's why it'll never work
You'll have me suicidal  suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do your dirt
They'll have you suicidal  suicidal
When they say it's over
Now we're fussin'
And now we're fightin'
Please tell me why
I'm feelin' slightin'
And I don't know
How to make it better (make it better)
You're datin' other guys
You're tellin' me lies
Oh I can't believe
What I'm seein' with my eyes
I'm losin' my mind
And I don't think it's clever (think it's clever)
You're way too beautiful girl
That's why it'll never work
You'll have me suicidal  suicidal 
When you say it's over
Damn all these beautiful girls
They only wanna do your dirt
They'll have you suicidal suicidal suicidal suicidal
",1
"A Lot Of People Ask Me Stupid Fuckin Questions
A Lot Of People Think That What I Say On Records
Or What I Talk About On A Record That I Actually Do In Real Life
Or That I Believe In It
Or If I Say That I Wanna Kill Somebody That
I'm Actually Gonna Do It
Or That I Believe In It
Well Shit If You Believe That
Then I'll Kill You
You Know Why
Cuz I'm A

 Criminal
Criminal
You God Damn Right
I'm A Criminal
Yeah I'm A Criminal

 Eminem
My Words Are Like A Dagger With A Jagged Edge
That'll Stab You In The Head
Whether You're A Fag Or Lez
Or The Homosex Hermaph Or A Trans A Vest
Pants Or Dress Hate Fags The Answer's Yes
Homophobic Nah You're Just Heterophobic
Starin At My Jeans Watchin My Genitals Bulgin Ooh
That's My Motherfuckin Balls You'd Better Let Go Of Em
They Belong In My Scrotum You'll Never Get Hold Of Em
Hey It's Me Versace
Whoops Somebody Shot Me
And I Was Just Checkin The Mail
Get It Checkin The 'male'
How Many Records You Expectin To Sell
After Your Second Lp Sends You Directly To Jail
C'mon Relax Guy I Like Gay Men
Right Ken Give Me An Amen Aaa Men
Please Lord This Boy Needs Jesus
Heal This Child Help Us Destroy These Demons
Oh And Please Send Me A Brand New Car
And A Prostitute While My Wife's Sick In The Hospital
Preacher Preacher Fifth Grade Teacher
You Can't Reach Me My Mom Can't Neither
You Can't Teach Me A Goddamn Thing Cause
I Watch Tv And Comcast Cable
And You Ain't Able To Stop These Thoughts
You Can't Stop Me From Toppin These Charts
And You Can't Stop Me From Droppin Each March
With A Brand New Cd For These Fuckin Retards
Duhhh And To Think It's Just Little Ol' Me
Mr Don't Give A Fuck Still Won't Leave

 Chorus Eminem Repeat 2x
 I'm A Criminal
Cuz Every Time I Write A Rhyme These People Think It's A Crime
To Tell Em What's On My Mind I Guess I'm A Criminal
But I Don't Gotta Say A Word I Just Flip Em The Bird
And Keep Goin I Don't Take Shit From No One
 I'm A Criminal
Cuz Every Time I Write A Rhyme These People Think It's A Crime
To Tell Em What's On My Mind I Guess I'm A Criminal
But I Don't Gotta Say A Word I Just Flip Em The Bird
And Keep Goin I Don't Take Shit From No One

Eminem
My Mother Did Drugs Tar Liquor Cigarettes And Speed
The Baby Came Out Disfigured Ligaments Indeed
It Was A Seed Who Would Grow Up Just As Crazy As She
Don't Dare Make Fun Of That Baby Cause That Baby Was Me
I'm A Criminal An Animal Caged Who Turned Crazed
But How The Fuck You Sposed To Grow Up When You Weren't Raised
So As I Got Older And I Got A Lot Taller
My Dick Shrunk Smaller But My Balls Got Larger
I Drink Malt Liquor To Fuck You Up Quicker
Than You'd Wanna Fuck Me Up For Sayin The Word
My Morals Went Thhbbpp When The President Got Oral
Sex In His Oval Office On Top Of His Desk
Off Of His Own Employee
Now Don't Ignore Me You Won't Avoid Me
You Can't Miss Me I'm White Blonde Haired
And My Nose Is Pointy
I'm The Bad Guy Who Makes Fun Of People That Die
In Plane Crashes And Laughs
As Long As It Ain't Happened To Him
Slim Shady I'm As Crazy As Em
Inem And Kim Combined Kch The Maniac's In
Replacin The Doctor Cause Dre Couldn't Make It Today
He's A Little Under The Weather So I'm Takin His Place
Mm Mm Mmm Oh That's Dre With An Ak To His Face
Don't Make Me Kill Him Too And Spray His Brains All Over The Place
I Told You Dre You Should've Kept That Thang Put Away
I Guess That'll Teach You Not To Let Me Play With It Eh
I'm A Criminal

Interlude Skit
Aight Look Uh Huh Just Go Up In That Motherfucker
Get The Motherfuckin Money And Get The Fuck Up Outta There
/Em Aight /I'll Be Right Here Waitin On You
Em Aight
Yo Em
Em What
Don't Kill Nobody This Time
Em Awwright God Damn Fuck
Whistling How You Doin'
Teller Hi How Can I Help You
Eminem Yeah I Need To Make A Withdrawl
Teller Okay
Eminem Put The Fuckin Money In The Bag Bitch
And I Won't Kill You
Teller What Oh My God Don't Kill Me
Eminem I'm Not Gonna Kill You Bitch Quit Lookin Around
Teller Don't Kill Me Please Don't Kill Me
Eminem I Said I'm Not Gonna Fuckin Kill You
Hurry The Fuck Up Boom Thank You

 Eminem
Windows Tinted On My Ride When I Drive In It
So When I Rob A Bank Run Out And Just Dive In It
So I'll Be Disguised In It
And If Anybody Identifies The Guy In It
I'll Hide For Five Minutes
Come Back Shoot The Eyewitness
Fire At The Private Eye Hired To Pry In My Business
Die Bitches Bastards Brats Pets
This Puppy's Lucky I Didn't Blast His Ass Yet
If I Ever Gave A Fuck I'd Shave My Nuts
Tuck My Dick Inbetween My Legs And Cluck
You Motherfuckin Chickens Ain't Brave Enough
To Say The Stuff I Say So This Tape Is Shut
Shit Half The Shit I Say I Just Make It Up
To Make You Mad So Kiss My White Naked Ass
And If It's Not A Rapper That I Make It As
Bi'ma Be A Fuckin Rapist In A Jason Mask

Chorus 2x
 I'm A Criminal
Cuz Every Time I Write A Rhyme These People Think It's A Crime
To Tell Em What's On My Mind I Guess I'm A Criminal
But I Don't Gotta Say A Word I Just Flip Em The Bird
And Keep Goin I Don't Take Shit From No One
 I'm A Criminal
Cuz Every Time I Write A Rhyme These People Think It's A Crime
To Tell Em What's On My Mind I Guess I'm A Criminal
But I Don't Gotta Say A Word I Just Flip Em The Bird
And Keep Goin I Don't Take Shit From No One
 I'm A Criminal
Cuz Every Time I Write A Rhyme These People Think It's A Crime
To Tell Em What's On My Mind I Guess I'm A Criminal
But I Don't Gotta Say A Word I Just Flip Em The Bird
And Keep Goin I Don't Take Shit From No One
I'm A Criminal
Cuz Every Time I Write A Rhyme These People Think It's A Crime
To Tell Em What's On My Mind I Guess I'm A Criminal
But I Don't Gotta Say A Word I Just Flip Em The Bird
And Keep Goin I Don't Take Shit From No One
I'm A Criminal


",3
"You're insecure
Don't know what for
you're turning heads When you walk through the door
Don't need make up
to cover up
Being the way that you are is enough
Everyone else in the room can see it
Everyone else but you
Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know Oh oh
You don't know you're beautiful
If only you saw what I can see
You'll understand why I want you so desperately
Right now I'm looking at you and I can't believe
You don't know Oh oh
You don't know you're beautiful Oh oh
That's what makes you beautiful
So c-come on
You got it wrong
To prove I'm right
I put it in a so-o-ong
I don't know why you're being shy
And turn away when I look into your eyes
Everyone else in the room can see it
Everyone else but you
Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know Oh oh
You don't know you're beautiful
If only you saw what I can see
You'll understand why I want you so desperately
Right now I'm looking at you and I can't believe
You don't know Oh oh
You don't know you're beautiful Oh oh
That's what makes you beautiful
Na na na na na na na na na na
Na na na na na na na
Na na na na na na na na na na
Na na na na na na na
Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know Oh oh
You don't know you're beautiful
Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know Oh oh
You don't know you're beautiful
If only you saw what I can see
You'll understand why i want you so desperately
Right now I'm looking at you and I can't believe
You don't know Oh oh
You don't know you're beautiful Oh oh
You don't know you're beautiful Oh oh
That's what makes you beautiful

",1
